value,prediction
20.800001,9.9084215
13.17,9.74219
19.42,9.488397
17.039999,9.172935
6.71,8.825391
3.81,8.342479
2.01,8.822392
0.69,8.462464
5.89,8.125237
9.9,7.866719
3.81,7.7360315
3.81,8.563991
3.81,8.999483
4.03,9.193149
14.59,9.26591
31.72,9.275028
32.1,9.250226
11.9,9.49906
11.9,9.276453
29.660002,9.381233
32.1,9.872445
32.1,10.308613
32.1,10.612531
32.1,10.765495
32.1,10.774521
28.380001,10.659292
32.1,10.446816
20.25,10.167765
26.03,9.853967
11.9,9.434729
14.09,9.010182
6.0099998,8.99432
6.0099998,8.903481
1.1,8.7974415
11.9,8.758659
8.68,8.78282
6.0099998,9.120614
6.0099998,9.515217
10.65,9.926789
24.539999,10.327854
19.69,10.6944065
0.0,10.337447
0.0,10.159692
32.1,10.316622
19.58,10.602874
16.46,10.861431
17.78,11.022344
17.980001,11.063685
21.029999,10.987241
20.140001,10.807478
20.78,10.546516
28.58,10.231019
22.869999,9.889586
0.0,9.441696
8.49,9.318031
5.2799997,9.179673
3.75,9.009159
3.42,8.85183
0.0,8.775699
0.0,8.896865
0.0,9.164935
1.24,9.517785
18.14,9.907378
30.51,10.297259
32.1,10.658376
3.42,10.365234
3.42,10.179998
26.49,10.327502
17.36,10.6037855
20.980001,10.852653
24.17,11.005733
15.41,11.041742
17.9,10.962195
19.84,10.78072
24.21,10.518618
18.42,10.201896
22.9,9.85874
3.42,9.401106
13.23,9.278658
9.36,9.139487
4.55,8.966134
5.46,8.80523
3.42,8.722892
3.42,8.839318
3.42,9.103626
5.89,9.4537115
8.84,9.841815
17.46,10.23183
24.97,10.594535
0.0,10.378379
0.0,10.183933
4.1099997,10.322824
15.06,10.590792
14.599999,10.831729
12.69,10.978542
5.91,11.010534
0.0,10.928925
0.0,10.746615
0.0,10.484138
0.0,10.166887
2.9599998,9.822644
0.0,9.356084
6.1299996,9.235287
6.1299996,9.095411
6.1299996,8.919359
6.1299996,8.755015
0.0,8.666751
0.0,8.778475
0.0,9.03878
0.78,9.385663
7.42,9.771744
12.7699995,10.161194
7.5,10.524864
11.46,10.386326
12.169999,10.177433
21.62,10.305966
32.1,10.565698
32.1,10.79947
32.1,10.940964
32.1,10.969852
30.0,10.887017
17.68,10.704646
16.529999,10.442531
15.5,10.125467
13.49,9.780832
9.82,9.306305
10.51,9.187666
10.51,9.047279
10.51,8.868754
5.6,8.701247
6.04,8.607388
6.04,8.7145
6.04,8.970607
8.549999,9.313882
7.8799996,9.697407
9.620001,10.0856905
13.61,10.449714
0.63,10.38535
6.29,10.157001
17.039999,10.274113
19.630001,10.526324
16.25,10.754225
15.93,10.891761
3.18,10.918797
3.05,10.835829
8.61,10.654363
9.37,10.393494
10.85,10.077445
18.449999,9.733204
6.29,9.251768
9.36,9.135827
3.0,8.995163
2.1899998,8.814446
1.58,8.644106
1.82,8.545025
0.0,8.647646
0.0,8.899386
2.53,9.238682
11.76,9.61915
12.490001,10.005693
17.6,10.369467
5.9300003,9.833353
5.2900004,9.259379
25.14,9.292286
32.1,9.586892
32.1,9.889997
20.1,10.097476
25.4,10.177583
30.720001,10.129467
17.63,9.967067
19.05,9.71314
2.52,9.395746
0.0,9.045421
0.0,8.555259
0.0,8.446798
0.0,8.300354
0.51,8.111472
6.12,7.937759
0.0,7.8516784
0.0,7.982639
0.0,8.263987
0.0,8.628625
3.93,9.029062
19.04,9.430262
24.699999,9.803546
6.12,10.861571
6.12,10.847185
32.1,11.0013895
32.1,11.21499
26.7,11.387586
29.109999,11.471756
26.92,11.451701
6.25,11.329201
0.0,11.116333
2.26,10.832501
0.91999996,10.501877
7.38,10.150985
6.12,9.705085
9.38,9.573745
5.91,9.430646
5.89,9.258785
5.89,9.1021185
4.88,9.028804
0.0,9.151187
0.0,9.419048
7.75,9.770557
9.01,10.15783
13.5199995,10.544678
28.029999,10.901926
5.9900002,10.520589
5.9900002,10.486585
32.1,10.35752
32.1,10.428203
31.779999,10.544288
26.82,10.6098
25.71,10.583487
32.01,10.456839
17.93,10.238844
13.67,9.948766
17.92,9.611384
27.189999,9.254004
6.9900002,8.798492
15.47,8.666144
5.9900002,8.522297
5.9900002,8.34892
0.39999998,8.190345
6.85,8.118505
5.9900002,8.241712
5.9900002,8.5105095
5.9900002,8.863705
15.33,9.253353
32.1,9.643075
32.1,10.003714
9.43,10.363827
10.23,10.183072
20.93,10.360716
19.27,10.67397
32.1,10.957259
14.4,11.13901
12.3,11.197754
17.69,11.135972
13.12,10.96852
1.4300001,10.717818
12.69,10.410716
2.53,10.075943
6.21,9.632736
0.0,9.512315
2.3999999,9.375623
6.4100003,9.206103
9.46,9.049479
5.09,8.972413
0.0,9.092184
0.0,9.358183
0.0,9.708593
7.83,10.095837
18.8,10.483937
28.04,10.843792
5.78,9.925583
6.09,9.67033
29.01,9.759708
30.26,9.9964485
24.41,10.223287
29.87,10.365209
23.18,10.395324
16.97,10.311794
23.300001,10.1270075
22.92,9.861882
25.26,9.542531
13.6,9.1973915
0.49,8.742856
6.49,8.617568
10.51,8.477155
1.01,8.304237
5.06,8.144424
0.0,8.06828
0.0,8.1871605
0.0,8.451796
0.91,8.801437
7.52,9.188667
32.1,9.57741
32.1,9.938609
5.95,9.859397
5.95,9.606092
19.73,9.702405
31.48,9.943415
32.1,10.171966
32.1,10.315089
30.410002,10.347017
12.71,10.266087
8.0,10.084193
16.05,9.8217125
27.33,9.504294
25.28,9.160089
5.95,8.699481
19.09,8.57592
21.85,8.435221
21.93,8.260423
15.370001,8.097997
5.95,8.016885
5.95,8.130918
5.18,8.390839
0.0,8.736349
5.5899997,9.120542
12.25,9.507666
25.2,9.868785
12.87,9.788269
9.67,9.5372095
32.1,9.6405525
32.1,9.885483
32.1,10.115335
24.97,10.25941
23.210001,10.2931185
32.1,10.21487
12.280001,10.036106
18.74,9.776636
19.54,9.461623
18.970001,9.118888
13.04,8.653133
14.57,8.531651
6.98,8.390793
11.74,8.214305
5.5499997,8.049514
7.99,7.963748
6.98,8.072989
6.98,8.327991
8.780001,8.668966
17.050001,9.049592
25.81,9.434498
28.689999,9.794916
5.39,9.182612
5.39,8.611903
32.1,8.650329
32.1,8.943542
32.1,9.249692
30.09,9.463625
32.1,9.5502825
