value,prediction
12.87,0.75843227
9.67,-0.042106744
36.28,8.414737
41.100002,10.535009
40.14,11.958276
24.97,12.691181
23.21,12.904503
35.97,12.725615
12.28,12.21671
18.74,11.395432
19.54,10.25934
18.970001,8.806957
13.04,2.0325546
14.570001,5.328575
6.9800005,3.9931457
11.74,2.6662729
5.55,1.4162309
7.99,0.451216
6.9800005,0.8934039
6.9800005,1.8540907
8.78,3.2222517
17.05,4.8424945
25.810001,6.581201
28.69,8.309142
5.39,-0.3857544
5.39,-1.2790936
43.91,6.9037685
40.66,8.593513
34.92,9.853434
30.09,10.595378
41.969997,10.884716
40.88,10.762781
36.27,10.263772
23.08,9.4041195
27.06,8.192686
19.779999,6.6596913
5.39,0.027161933
12.21,3.5170715
5.39,2.2102838
5.39,1.0233806
1.33,-0.10968342
5.39,-1.0105168
5.39,-0.59441304
5.39,0.29555345
7.97,1.5714788
11.85,3.0810084
39.93,4.6953955
53.02,6.2965674
0.0,-0.17088518
0.0,-0.98298675
16.289999,6.6519375
29.029999,8.479863
32.579998,9.630053
33.9,10.154821
23.37,10.197722
18.17,9.862776
10.589999,9.203738
6.5299997,8.241468
6.75,6.9930015
0.0,5.5036263
0.0,-0.51124734
0.75,2.83295
0.0,1.6756755
0.0,0.5564053
0.82,-0.47616357
0.0,-1.2351259
0.0,-0.6649646
0.0,0.32621592
2.6,1.6649945
2.02,3.2133179
14.42,4.843749
18.38,6.423842
5.44,-0.3349483
5.44,-1.2174257
37.760002,6.792472
26.91,8.765046
19.07,10.011087
15.129999,10.602898
13.599999,10.697586
15.670001,10.404243
21.32,9.7788105
18.82,8.841234
12.34,7.6033134
5.65,6.1008883
0.10999999,-0.10416634
8.27,3.268166
9.88,2.0739372
6.51,0.92112
0.35,-0.14693527
0.0,-0.9325048
0.0,-0.37389883
0.0,0.62070376
1.0899999,1.9733621
4.64,3.5424428
21.68,5.1989107
37.46,6.809837
9.46,-0.2988709
6.7999997,-1.1847721
6.25,6.7899365
6.25,8.737994
6.25,10.028424
6.25,10.701844
6.25,10.879409
6.25,10.6539135
6.25,10.081131
6.25,9.183332
6.25,7.971568
6.25,6.477174
6.25,0.1721084
6.25,3.5139003
6.25,2.3066995
6.25,1.1370097
4.35,0.044387706
6.25,-0.7850847
6.25,-0.27236003
6.25,0.6874285
6.25,2.0110967
6.25,3.5565548
6.25,5.195618
6.25,6.800424
0.0,-0.9001464
0.0,-0.58489484
0.51,6.4313426
6.1600003,7.594244
9.77,8.733446
8.22,8.314883
5.22,8.73001
6.3799996,8.516672
6.3799996,8.00406
6.3799996,7.2748394
7.82,6.372511
12.38,5.3451347
0.0,-0.5275127
5.25,2.606879
0.0,1.5360088
0.0,1.294703
0.0,-0.21864495
0.0,0.0068827416
0.0,0.826645
0.0,1.1124818
1.58,2.3127801
5.92,3.793038
0.2,5.3173094
0.0,6.773139
0.0,-1.025044
0.0,-1.4864776
5.27,6.692093
18.83,8.806615
12.87,10.20966
10.610001,10.920231
17.15,11.07901
14.78,10.827751
17.119999,10.240953
11.98,9.343732
3.3300002,8.146756
0.0,6.679319
0.0,0.37930363
0.0,3.7616506
0.0,2.6444285
0.0,1.4728721
0.0,0.38474727
0.0,-0.4840306
0.0,-0.0055785836
0.0,0.9438143
5.26,2.2775238
2.82,3.8539975
0.59000003,5.5372343
2.56,7.1964517
0.0,-0.4022399
0.0,-0.3157167
12.1,8.917549
17.29,10.420617
17.42,11.347266
21.29,11.800241
20.15,11.8603945
12.64,11.585793
3.0400002,11.002391
0.0,10.115819
0.0,8.925967
0.0,7.448493
0.0,0.92216235
0.0,5.0821257
0.0,3.4858012
0.0,2.0477479
0.0,0.84101605
0.0,-0.096162535
0.0,1.2867451
